"","pSteal","pRebound","jWin"
"8084",0.03,0.8,0.374
"8085",0.04,0.8,0.376
"8086",0.05,0.8,0.398
"8087",0.06,0.8,0.38
"8088",0.07,0.8,0.395
"8089",0.08,0.8,0.405
"8090",0.09,0.8,0.416
"8091",0.1,0.8,0.39
"8092",0.11,0.8,0.418
"8093",0.12,0.8,0.414
"8094",0.13,0.8,0.444
"8095",0.14,0.8,0.454
"8096",0.15,0.8,0.466
"8097",0.16,0.8,0.436
"8098",0.17,0.8,0.482
"8099",0.18,0.8,0.453
"8100",0.19,0.8,0.516
"8101",0.2,0.8,0.479
"8102",0.21,0.8,0.458
"8103",0.22,0.8,0.5
"8104",0.23,0.8,0.496
"8105",0.24,0.8,0.478
"8106",0.25,0.8,0.526
"8107",0.26,0.8,0.524
"8108",0.27,0.8,0.533
"8109",0.28,0.8,0.523
"8110",0.29,0.8,0.56
"8111",0.3,0.8,0.56
"8112",0.31,0.8,0.531
"8113",0.32,0.8,0.554
"8114",0.33,0.8,0.591
"8115",0.34,0.8,0.565
"8116",0.35,0.8,0.575
"8117",0.36,0.8,0.605
"8118",0.37,0.8,0.591
"8119",0.38,0.8,0.582
"8120",0.39,0.8,0.615
"8121",0.4,0.8,0.622
"8122",0.41,0.8,0.635
"8123",0.42,0.8,0.627
"8124",0.43,0.8,0.625
"8125",0.44,0.8,0.62
"8126",0.45,0.8,0.639
"8127",0.46,0.8,0.647
"8128",0.47,0.8,0.647
"8129",0.48,0.8,0.645
"8130",0.49,0.8,0.674
"8131",0.5,0.8,0.682
"8132",0.51,0.8,0.692
"8133",0.52,0.8,0.698
"8134",0.53,0.8,0.687
"8135",0.54,0.8,0.705
"8136",0.55,0.8,0.73
"8137",0.56,0.8,0.716
"8138",0.57,0.8,0.711
"8139",0.58,0.8,0.735
"8140",0.59,0.8,0.758
"8141",0.6,0.8,0.744
"8142",0.61,0.8,0.762
"8143",0.62,0.8,0.757
"8144",0.63,0.8,0.752
"8145",0.64,0.8,0.766
"8146",0.65,0.8,0.756
"8147",0.66,0.8,0.775
"8148",0.67,0.8,0.8
"8149",0.68,0.8,0.789
"8150",0.69,0.8,0.802
"8151",0.7,0.8,0.811
"8152",0.71,0.8,0.796
"8153",0.72,0.8,0.828
"8154",0.73,0.8,0.808
"8155",0.74,0.8,0.822
"8156",0.75,0.8,0.836
"8157",0.76,0.8,0.859
"8158",0.77,0.8,0.863
"8159",0.78,0.8,0.835
"8160",0.79,0.8,0.856
"8161",0.8,0.8,0.854
"8162",0.81,0.8,0.892
"8163",0.82,0.8,0.879
"8164",0.83,0.8,0.896
"8165",0.84,0.8,0.898
"8166",0.85,0.8,0.904
"8167",0.86,0.8,0.904
"8168",0.87,0.8,0.909
"8169",0.88,0.8,0.929
"8170",0.89,0.8,0.928
"8171",0.9,0.8,0.944
"8172",0.91,0.8,0.946
"8173",0.92,0.8,0.947
"8174",0.93,0.8,0.961
"8175",0.94,0.8,0.964
"8176",0.95,0.8,0.954
"8177",0.96,0.8,0.972
"8178",0.97,0.8,0.987
"8179",0.98,0.8,0.987
"8180",0.99,0.8,0.993
"8181",1,0.8,1
"8182",0,0.81,0.346
"8183",0.01,0.81,0.321
"8184",0.02,0.81,0.367
"8185",0.03,0.81,0.365
"8186",0.04,0.81,0.375
"8187",0.05,0.81,0.362
"8188",0.06,0.81,0.379
"8189",0.07,0.81,0.363
"8190",0.08,0.81,0.398
"8191",0.09,0.81,0.409
"8192",0.1,0.81,0.427
"8193",0.11,0.81,0.443
"8194",0.12,0.81,0.422
"8195",0.13,0.81,0.424
"8196",0.14,0.81,0.43
"8197",0.15,0.81,0.443
"8198",0.16,0.81,0.45
"8199",0.17,0.81,0.469
"8200",0.18,0.81,0.467
"8201",0.19,0.81,0.474
"8202",0.2,0.81,0.454
"8203",0.21,0.81,0.494
"8204",0.22,0.81,0.478
"8205",0.23,0.81,0.507
"8206",0.24,0.81,0.522
"8207",0.25,0.81,0.529
"8208",0.26,0.81,0.519
"8209",0.27,0.81,0.515
"8210",0.28,0.81,0.552
"8211",0.29,0.81,0.536
"8212",0.3,0.81,0.55
"8213",0.31,0.81,0.534
"8214",0.32,0.81,0.543
"8215",0.33,0.81,0.575
"8216",0.34,0.81,0.581
"8217",0.35,0.81,0.57
"8218",0.36,0.81,0.565
"8219",0.37,0.81,0.583
"8220",0.38,0.81,0.603
"8221",0.39,0.81,0.645
"8222",0.4,0.81,0.593
"8223",0.41,0.81,0.636
"8224",0.42,0.81,0.617
"8225",0.43,0.81,0.634
"8226",0.44,0.81,0.631
"8227",0.45,0.81,0.623
"8228",0.46,0.81,0.673
"8229",0.47,0.81,0.65
"8230",0.48,0.81,0.657
"8231",0.49,0.81,0.64
"8232",0.5,0.81,0.677
"8233",0.51,0.81,0.674
"8234",0.52,0.81,0.682
"8235",0.53,0.81,0.692
"8236",0.54,0.81,0.706
"8237",0.55,0.81,0.72
"8238",0.56,0.81,0.707
"8239",0.57,0.81,0.711
"8240",0.58,0.81,0.715
"8241",0.59,0.81,0.73
"8242",0.6,0.81,0.712
"8243",0.61,0.81,0.734
"8244",0.62,0.81,0.772
"8245",0.63,0.81,0.759
"8246",0.64,0.81,0.759
"8247",0.65,0.81,0.785
"8248",0.66,0.81,0.783
"8249",0.67,0.81,0.808
"8250",0.68,0.81,0.783
"8251",0.69,0.81,0.783
"8252",0.7,0.81,0.789
"8253",0.71,0.81,0.824
"8254",0.72,0.81,0.829
"8255",0.73,0.81,0.826
"8256",0.74,0.81,0.823
"8257",0.75,0.81,0.831
"8258",0.76,0.81,0.86
"8259",0.77,0.81,0.859
"8260",0.78,0.81,0.853
"8261",0.79,0.81,0.879
"8262",0.8,0.81,0.862
"8263",0.81,0.81,0.865
"8264",0.82,0.81,0.868
"8265",0.83,0.81,0.904
"8266",0.84,0.81,0.897
"8267",0.85,0.81,0.906
"8268",0.86,0.81,0.895
"8269",0.87,0.81,0.915
"8270",0.88,0.81,0.934
"8271",0.89,0.81,0.923
"8272",0.9,0.81,0.931
"8273",0.91,0.81,0.932
"8274",0.92,0.81,0.953
"8275",0.93,0.81,0.953
"8276",0.94,0.81,0.962
"8277",0.95,0.81,0.97
"8278",0.96,0.81,0.97
"8279",0.97,0.81,0.987
"8280",0.98,0.81,0.992
"8281",0.99,0.81,0.992
"8282",1,0.81,1
"8283",0,0.82,0.361
"8284",0.01,0.82,0.351
"8285",0.02,0.82,0.366
"8286",0.03,0.82,0.356
"8287",0.04,0.82,0.359
"8288",0.05,0.82,0.394
"8289",0.06,0.82,0.389
"8290",0.07,0.82,0.37
"8291",0.08,0.82,0.396
"8292",0.09,0.82,0.395
"8293",0.1,0.82,0.404
"8294",0.11,0.82,0.4
"8295",0.12,0.82,0.415
"8296",0.13,0.82,0.418
"8297",0.14,0.82,0.425
"8298",0.15,0.82,0.417
"8299",0.16,0.82,0.433
"8300",0.17,0.82,0.459
"8301",0.18,0.82,0.457
"8302",0.19,0.82,0.444
"8303",0.2,0.82,0.448
"8304",0.21,0.82,0.476
"8305",0.22,0.82,0.465
"8306",0.23,0.82,0.525
"8307",0.24,0.82,0.506
"8308",0.25,0.82,0.533
"8309",0.26,0.82,0.518
"8310",0.27,0.82,0.51
"8311",0.28,0.82,0.509
"8312",0.29,0.82,0.537
"8313",0.3,0.82,0.534
"8314",0.31,0.82,0.569
"8315",0.32,0.82,0.562
"8316",0.33,0.82,0.551
"8317",0.34,0.82,0.574
"8318",0.35,0.82,0.574
"8319",0.36,0.82,0.553
"8320",0.37,0.82,0.571
"8321",0.38,0.82,0.582
"8322",0.39,0.82,0.596
"8323",0.4,0.82,0.622
"8324",0.41,0.82,0.623
"8325",0.42,0.82,0.628
"8326",0.43,0.82,0.626
"8327",0.44,0.82,0.602
"8328",0.45,0.82,0.619
"8329",0.46,0.82,0.646
"8330",0.47,0.82,0.663
"8331",0.48,0.82,0.646
"8332",0.49,0.82,0.658
"8333",0.5,0.82,0.684
"8334",0.51,0.82,0.695
"8335",0.52,0.82,0.693
"8336",0.53,0.82,0.73
"8337",0.54,0.82,0.687
"8338",0.55,0.82,0.711
"8339",0.56,0.82,0.725
"8340",0.57,0.82,0.735
"8341",0.58,0.82,0.731
"8342",0.59,0.82,0.712
"8343",0.6,0.82,0.763
"8344",0.61,0.82,0.749
"8345",0.62,0.82,0.755
"8346",0.63,0.82,0.771
"8347",0.64,0.82,0.752
"8348",0.65,0.82,0.753
"8349",0.66,0.82,0.795
"8350",0.67,0.82,0.771
"8351",0.68,0.82,0.793
"8352",0.69,0.82,0.809
"8353",0.7,0.82,0.798
"8354",0.71,0.82,0.818
"8355",0.72,0.82,0.811
"8356",0.73,0.82,0.831
"8357",0.74,0.82,0.841
"8358",0.75,0.82,0.834
"8359",0.76,0.82,0.839
"8360",0.77,0.82,0.856
"8361",0.78,0.82,0.85
"8362",0.79,0.82,0.864
"8363",0.8,0.82,0.871
"8364",0.81,0.82,0.867
"8365",0.82,0.82,0.88
"8366",0.83,0.82,0.884
"8367",0.84,0.82,0.896
"8368",0.85,0.82,0.906
"8369",0.86,0.82,0.903
"8370",0.87,0.82,0.921
"8371",0.88,0.82,0.94
"8372",0.89,0.82,0.914
"8373",0.9,0.82,0.937
"8374",0.91,0.82,0.935
"8375",0.92,0.82,0.945
"8376",0.93,0.82,0.955
"8377",0.94,0.82,0.968
"8378",0.95,0.82,0.962
"8379",0.96,0.82,0.975
"8380",0.97,0.82,0.985
"8381",0.98,0.82,0.989
"8382",0.99,0.82,0.99
"8383",1,0.82,1
"8384",0,0.83,0.336
"8385",0.01,0.83,0.338
"8386",0.02,0.83,0.348
"8387",0.03,0.83,0.351
"8388",0.04,0.83,0.351
"8389",0.05,0.83,0.349
"8390",0.06,0.83,0.386
"8391",0.07,0.83,0.4
"8392",0.08,0.83,0.389
"8393",0.09,0.83,0.397
"8394",0.1,0.83,0.409
"8395",0.11,0.83,0.412
"8396",0.12,0.83,0.402
"8397",0.13,0.83,0.426
"8398",0.14,0.83,0.448
"8399",0.15,0.83,0.427
"8400",0.16,0.83,0.45
"8401",0.17,0.83,0.444
"8402",0.18,0.83,0.468
"8403",0.19,0.83,0.457
"8404",0.2,0.83,0.477
"8405",0.21,0.83,0.488
"8406",0.22,0.83,0.496
"8407",0.23,0.83,0.47
"8408",0.24,0.83,0.489
"8409",0.25,0.83,0.51
"8410",0.26,0.83,0.497
"8411",0.27,0.83,0.502
"8412",0.28,0.83,0.527
"8413",0.29,0.83,0.518
"8414",0.3,0.83,0.525
"8415",0.31,0.83,0.525
"8416",0.32,0.83,0.565
"8417",0.33,0.83,0.544
"8418",0.34,0.83,0.567
"8419",0.35,0.83,0.572
"8420",0.36,0.83,0.547
"8421",0.37,0.83,0.572
"8422",0.38,0.83,0.574
"8423",0.39,0.83,0.585
"8424",0.4,0.83,0.616
"8425",0.41,0.83,0.587
"8426",0.42,0.83,0.623
"8427",0.43,0.83,0.598
"8428",0.44,0.83,0.626
"8429",0.45,0.83,0.61
"8430",0.46,0.83,0.641
"8431",0.47,0.83,0.652
"8432",0.48,0.83,0.638
"8433",0.49,0.83,0.636
"8434",0.5,0.83,0.649
"8435",0.51,0.83,0.664
"8436",0.52,0.83,0.676
"8437",0.53,0.83,0.68
"8438",0.54,0.83,0.671
"8439",0.55,0.83,0.7
"8440",0.56,0.83,0.707
"8441",0.57,0.83,0.72
"8442",0.58,0.83,0.739
"8443",0.59,0.83,0.719
"8444",0.6,0.83,0.723
"8445",0.61,0.83,0.759
"8446",0.62,0.83,0.769
"8447",0.63,0.83,0.742
"8448",0.64,0.83,0.74
"8449",0.65,0.83,0.761
"8450",0.66,0.83,0.778
"8451",0.67,0.83,0.804
"8452",0.68,0.83,0.785
"8453",0.69,0.83,0.792
"8454",0.7,0.83,0.803
"8455",0.71,0.83,0.791
"8456",0.72,0.83,0.825
"8457",0.73,0.83,0.799
"8458",0.74,0.83,0.822
"8459",0.75,0.83,0.827
"8460",0.76,0.83,0.854
"8461",0.77,0.83,0.86
"8462",0.78,0.83,0.857
"8463",0.79,0.83,0.873
"8464",0.8,0.83,0.856
"8465",0.81,0.83,0.873
"8466",0.82,0.83,0.879
"8467",0.83,0.83,0.88
"8468",0.84,0.83,0.899
"8469",0.85,0.83,0.895
"8470",0.86,0.83,0.904
"8471",0.87,0.83,0.915
"8472",0.88,0.83,0.92
"8473",0.89,0.83,0.923
"8474",0.9,0.83,0.942
"8475",0.91,0.83,0.931
"8476",0.92,0.83,0.95
"8477",0.93,0.83,0.954
"8478",0.94,0.83,0.959
"8479",0.95,0.83,0.973
"8480",0.96,0.83,0.969
"8481",0.97,0.83,0.985
"8482",0.98,0.83,0.984
"8483",0.99,0.83,0.993
"8484",1,0.83,1
"8485",0,0.84,0.349
"8486",0.01,0.84,0.323
"8487",0.02,0.84,0.339
"8488",0.03,0.84,0.355
"8489",0.04,0.84,0.349
"8490",0.05,0.84,0.356
"8491",0.06,0.84,0.383
"8492",0.07,0.84,0.38
"8493",0.08,0.84,0.364
"8494",0.09,0.84,0.396
"8495",0.1,0.84,0.409
"8496",0.11,0.84,0.405
"8497",0.12,0.84,0.422
"8498",0.13,0.84,0.421
"8499",0.14,0.84,0.411
"8500",0.15,0.84,0.441
"8501",0.16,0.84,0.464
"8502",0.17,0.84,0.453
"8503",0.18,0.84,0.443
"8504",0.19,0.84,0.435
"8505",0.2,0.84,0.47
"8506",0.21,0.84,0.481
"8507",0.22,0.84,0.482
"8508",0.23,0.84,0.48
"8509",0.24,0.84,0.481
"8510",0.25,0.84,0.515
"8511",0.26,0.84,0.526
"8512",0.27,0.84,0.511
"8513",0.28,0.84,0.518
"8514",0.29,0.84,0.516
"8515",0.3,0.84,0.523
"8516",0.31,0.84,0.52
"8517",0.32,0.84,0.557
"8518",0.33,0.84,0.557
"8519",0.34,0.84,0.562
"8520",0.35,0.84,0.557
"8521",0.36,0.84,0.552
"8522",0.37,0.84,0.583
"8523",0.38,0.84,0.573
"8524",0.39,0.84,0.607
"8525",0.4,0.84,0.607
"8526",0.41,0.84,0.583
"8527",0.42,0.84,0.608
"8528",0.43,0.84,0.635
"8529",0.44,0.84,0.657
"8530",0.45,0.84,0.63
"8531",0.46,0.84,0.658
"8532",0.47,0.84,0.614
"8533",0.48,0.84,0.656
"8534",0.49,0.84,0.647
"8535",0.5,0.84,0.656
"8536",0.51,0.84,0.667
"8537",0.52,0.84,0.654
"8538",0.53,0.84,0.681
"8539",0.54,0.84,0.704
"8540",0.55,0.84,0.698
"8541",0.56,0.84,0.705
"8542",0.57,0.84,0.718
"8543",0.58,0.84,0.713
"8544",0.59,0.84,0.73
"8545",0.6,0.84,0.756
"8546",0.61,0.84,0.725
"8547",0.62,0.84,0.749
"8548",0.63,0.84,0.759
"8549",0.64,0.84,0.775
"8550",0.65,0.84,0.776
"8551",0.66,0.84,0.755
"8552",0.67,0.84,0.811
"8553",0.68,0.84,0.78
"8554",0.69,0.84,0.803
"8555",0.7,0.84,0.801
"8556",0.71,0.84,0.797
"8557",0.72,0.84,0.821
"8558",0.73,0.84,0.826
"8559",0.74,0.84,0.833
"8560",0.75,0.84,0.823
"8561",0.76,0.84,0.818
"8562",0.77,0.84,0.84
"8563",0.78,0.84,0.848
"8564",0.79,0.84,0.853
"8565",0.8,0.84,0.883
"8566",0.81,0.84,0.888
"8567",0.82,0.84,0.889
"8568",0.83,0.84,0.892
"8569",0.84,0.84,0.893
"8570",0.85,0.84,0.902
"8571",0.86,0.84,0.89
"8572",0.87,0.84,0.91
"8573",0.88,0.84,0.917
"8574",0.89,0.84,0.914
"8575",0.9,0.84,0.923
"8576",0.91,0.84,0.937
"8577",0.92,0.84,0.95
"8578",0.93,0.84,0.952
"8579",0.94,0.84,0.962
"8580",0.95,0.84,0.972
"8581",0.96,0.84,0.968
"8582",0.97,0.84,0.989
"8583",0.98,0.84,0.986
"8584",0.99,0.84,0.991
"8585",1,0.84,1
"8586",0,0.85,0.333
"8587",0.01,0.85,0.332
"8588",0.02,0.85,0.351
"8589",0.03,0.85,0.351
"8590",0.04,0.85,0.35
"8591",0.05,0.85,0.351
"8592",0.06,0.85,0.372
"8593",0.07,0.85,0.347
"8594",0.08,0.85,0.366
"8595",0.09,0.85,0.384
"8596",0.1,0.85,0.39
"8597",0.11,0.85,0.399
"8598",0.12,0.85,0.423
"8599",0.13,0.85,0.399
"8600",0.14,0.85,0.444
"8601",0.15,0.85,0.414
"8602",0.16,0.85,0.44
"8603",0.17,0.85,0.444
"8604",0.18,0.85,0.425
"8605",0.19,0.85,0.463
"8606",0.2,0.85,0.463
"8607",0.21,0.85,0.46
"8608",0.22,0.85,0.453
"8609",0.23,0.85,0.443
"8610",0.24,0.85,0.477
"8611",0.25,0.85,0.499
"8612",0.26,0.85,0.515
"8613",0.27,0.85,0.532
"8614",0.28,0.85,0.475
"8615",0.29,0.85,0.509
"8616",0.3,0.85,0.511
"8617",0.31,0.85,0.515
"8618",0.32,0.85,0.549
"8619",0.33,0.85,0.551
"8620",0.34,0.85,0.583
"8621",0.35,0.85,0.568
"8622",0.36,0.85,0.584
"8623",0.37,0.85,0.558
"8624",0.38,0.85,0.586
"8625",0.39,0.85,0.553
"8626",0.4,0.85,0.564
"8627",0.41,0.85,0.617
"8628",0.42,0.85,0.581
"8629",0.43,0.85,0.619
"8630",0.44,0.85,0.586
"8631",0.45,0.85,0.63
"8632",0.46,0.85,0.642
"8633",0.47,0.85,0.609
"8634",0.48,0.85,0.682
"8635",0.49,0.85,0.652
"8636",0.5,0.85,0.685
"8637",0.51,0.85,0.674
"8638",0.52,0.85,0.651
"8639",0.53,0.85,0.703
"8640",0.54,0.85,0.671
"8641",0.55,0.85,0.7
"8642",0.56,0.85,0.672
"8643",0.57,0.85,0.704
"8644",0.58,0.85,0.721
"8645",0.59,0.85,0.74
"8646",0.6,0.85,0.722
"8647",0.61,0.85,0.735
"8648",0.62,0.85,0.734
"8649",0.63,0.85,0.763
"8650",0.64,0.85,0.75
"8651",0.65,0.85,0.761
"8652",0.66,0.85,0.783
"8653",0.67,0.85,0.762
"8654",0.68,0.85,0.797
"8655",0.69,0.85,0.769
"8656",0.7,0.85,0.797
"8657",0.71,0.85,0.824
"8658",0.72,0.85,0.814
"8659",0.73,0.85,0.827
"8660",0.74,0.85,0.829
"8661",0.75,0.85,0.833
"8662",0.76,0.85,0.819
"8663",0.77,0.85,0.846
"8664",0.78,0.85,0.848
"8665",0.79,0.85,0.846
"8666",0.8,0.85,0.87
"8667",0.81,0.85,0.867
"8668",0.82,0.85,0.883
"8669",0.83,0.85,0.883
"8670",0.84,0.85,0.892
"8671",0.85,0.85,0.925
"8672",0.86,0.85,0.919
"8673",0.87,0.85,0.917
"8674",0.88,0.85,0.923
"8675",0.89,0.85,0.931
"8676",0.9,0.85,0.945
"8677",0.91,0.85,0.933
"8678",0.92,0.85,0.949
"8679",0.93,0.85,0.953
"8680",0.94,0.85,0.957
"8681",0.95,0.85,0.965
"8682",0.96,0.85,0.977
"8683",0.97,0.85,0.979
"8684",0.98,0.85,0.985
"8685",0.99,0.85,0.991
"8686",1,0.85,1
"8687",0,0.86,0.307
"8688",0.01,0.86,0.318
"8689",0.02,0.86,0.354
"8690",0.03,0.86,0.337
"8691",0.04,0.86,0.351
"8692",0.05,0.86,0.36
"8693",0.06,0.86,0.38
"8694",0.07,0.86,0.348
"8695",0.08,0.86,0.385
"8696",0.09,0.86,0.379
"8697",0.1,0.86,0.378
"8698",0.11,0.86,0.428
"8699",0.12,0.86,0.409
"8700",0.13,0.86,0.4
"8701",0.14,0.86,0.408
"8702",0.15,0.86,0.416
"8703",0.16,0.86,0.432
"8704",0.17,0.86,0.406
"8705",0.18,0.86,0.45
"8706",0.19,0.86,0.476
"8707",0.2,0.86,0.439
"8708",0.21,0.86,0.457
"8709",0.22,0.86,0.473
"8710",0.23,0.86,0.481
"8711",0.24,0.86,0.507
"8712",0.25,0.86,0.51
"8713",0.26,0.86,0.48
"8714",0.27,0.86,0.47
"8715",0.28,0.86,0.488
"8716",0.29,0.86,0.52
"8717",0.3,0.86,0.522
"8718",0.31,0.86,0.538
"8719",0.32,0.86,0.537
"8720",0.33,0.86,0.576
"8721",0.34,0.86,0.546
"8722",0.35,0.86,0.561
"8723",0.36,0.86,0.575
"8724",0.37,0.86,0.565
"8725",0.38,0.86,0.558
"8726",0.39,0.86,0.557
"8727",0.4,0.86,0.575
"8728",0.41,0.86,0.62
"8729",0.42,0.86,0.6
"8730",0.43,0.86,0.627
"8731",0.44,0.86,0.607
"8732",0.45,0.86,0.651
"8733",0.46,0.86,0.637
"8734",0.47,0.86,0.644
"8735",0.48,0.86,0.64
"8736",0.49,0.86,0.653
"8737",0.5,0.86,0.648
"8738",0.51,0.86,0.667
"8739",0.52,0.86,0.676
"8740",0.53,0.86,0.694
"8741",0.54,0.86,0.681
"8742",0.55,0.86,0.711
"8743",0.56,0.86,0.688
"8744",0.57,0.86,0.691
"8745",0.58,0.86,0.725
"8746",0.59,0.86,0.727
"8747",0.6,0.86,0.76
"8748",0.61,0.86,0.717
"8749",0.62,0.86,0.738
"8750",0.63,0.86,0.768
"8751",0.64,0.86,0.766
"8752",0.65,0.86,0.766
"8753",0.66,0.86,0.787
"8754",0.67,0.86,0.782
"8755",0.68,0.86,0.805
"8756",0.69,0.86,0.805
"8757",0.7,0.86,0.777
"8758",0.71,0.86,0.809
"8759",0.72,0.86,0.796
"8760",0.73,0.86,0.798
"8761",0.74,0.86,0.821
"8762",0.75,0.86,0.838
"8763",0.76,0.86,0.839
"8764",0.77,0.86,0.856
"8765",0.78,0.86,0.848
"8766",0.79,0.86,0.879
"8767",0.8,0.86,0.858
"8768",0.81,0.86,0.882
"8769",0.82,0.86,0.89
"8770",0.83,0.86,0.894
"8771",0.84,0.86,0.884
"8772",0.85,0.86,0.904
"8773",0.86,0.86,0.903
"8774",0.87,0.86,0.909
"8775",0.88,0.86,0.93
"8776",0.89,0.86,0.925
"8777",0.9,0.86,0.937
"8778",0.91,0.86,0.941
"8779",0.92,0.86,0.933
"8780",0.93,0.86,0.959
"8781",0.94,0.86,0.964
"8782",0.95,0.86,0.958
"8783",0.96,0.86,0.971
"8784",0.97,0.86,0.973
"8785",0.98,0.86,0.991
"8786",0.99,0.86,0.993
"8787",1,0.86,1
"8788",0,0.87,0.334
"8789",0.01,0.87,0.343
"8790",0.02,0.87,0.332
"8791",0.03,0.87,0.344
"8792",0.04,0.87,0.334
"8793",0.05,0.87,0.373
"8794",0.06,0.87,0.36
"8795",0.07,0.87,0.366
"8796",0.08,0.87,0.388
"8797",0.09,0.87,0.368
"8798",0.1,0.87,0.371
"8799",0.11,0.87,0.376
"8800",0.12,0.87,0.419
"8801",0.13,0.87,0.404
"8802",0.14,0.87,0.421
"8803",0.15,0.87,0.409
"8804",0.16,0.87,0.429
"8805",0.17,0.87,0.458
"8806",0.18,0.87,0.437
"8807",0.19,0.87,0.459
"8808",0.2,0.87,0.444
"8809",0.21,0.87,0.464
"8810",0.22,0.87,0.453
"8811",0.23,0.87,0.462
"8812",0.24,0.87,0.487
"8813",0.25,0.87,0.458
"8814",0.26,0.87,0.497
"8815",0.27,0.87,0.488
"8816",0.28,0.87,0.53
"8817",0.29,0.87,0.509
"8818",0.3,0.87,0.506
"8819",0.31,0.87,0.538
"8820",0.32,0.87,0.547
"8821",0.33,0.87,0.544
"8822",0.34,0.87,0.519
"8823",0.35,0.87,0.546
"8824",0.36,0.87,0.565
"8825",0.37,0.87,0.571
"8826",0.38,0.87,0.566
"8827",0.39,0.87,0.567
"8828",0.4,0.87,0.602
"8829",0.41,0.87,0.603
"8830",0.42,0.87,0.62
"8831",0.43,0.87,0.604
"8832",0.44,0.87,0.623
"8833",0.45,0.87,0.613
"8834",0.46,0.87,0.631
"8835",0.47,0.87,0.612
"8836",0.48,0.87,0.644
"8837",0.49,0.87,0.673
"8838",0.5,0.87,0.666
"8839",0.51,0.87,0.655
"8840",0.52,0.87,0.651
"8841",0.53,0.87,0.683
"8842",0.54,0.87,0.676
"8843",0.55,0.87,0.721
"8844",0.56,0.87,0.683
"8845",0.57,0.87,0.697
"8846",0.58,0.87,0.719
"8847",0.59,0.87,0.711
"8848",0.6,0.87,0.764
"8849",0.61,0.87,0.74
"8850",0.62,0.87,0.737
"8851",0.63,0.87,0.767
"8852",0.64,0.87,0.762
"8853",0.65,0.87,0.772
"8854",0.66,0.87,0.757
"8855",0.67,0.87,0.767
"8856",0.68,0.87,0.79
"8857",0.69,0.87,0.775
"8858",0.7,0.87,0.796
"8859",0.71,0.87,0.78
"8860",0.72,0.87,0.791
"8861",0.73,0.87,0.811
"8862",0.74,0.87,0.832
"8863",0.75,0.87,0.838
"8864",0.76,0.87,0.848
"8865",0.77,0.87,0.85
"8866",0.78,0.87,0.852
"8867",0.79,0.87,0.867
"8868",0.8,0.87,0.869
"8869",0.81,0.87,0.871
"8870",0.82,0.87,0.87
"8871",0.83,0.87,0.886
"8872",0.84,0.87,0.893
"8873",0.85,0.87,0.901
"8874",0.86,0.87,0.884
"8875",0.87,0.87,0.912
"8876",0.88,0.87,0.924
"8877",0.89,0.87,0.915
"8878",0.9,0.87,0.933
"8879",0.91,0.87,0.942
"8880",0.92,0.87,0.948
"8881",0.93,0.87,0.962
"8882",0.94,0.87,0.952
"8883",0.95,0.87,0.968
"8884",0.96,0.87,0.966
"8885",0.97,0.87,0.983
"8886",0.98,0.87,0.992
"8887",0.99,0.87,0.998
"8888",1,0.87,1
"8889",0,0.88,0.286
"8890",0.01,0.88,0.337
"8891",0.02,0.88,0.319
"8892",0.03,0.88,0.346
"8893",0.04,0.88,0.323
"8894",0.05,0.88,0.33
"8895",0.06,0.88,0.341
"8896",0.07,0.88,0.359
"8897",0.08,0.88,0.37
"8898",0.09,0.88,0.359
"8899",0.1,0.88,0.362
"8900",0.11,0.88,0.391
"8901",0.12,0.88,0.379
"8902",0.13,0.88,0.404
"8903",0.14,0.88,0.429
"8904",0.15,0.88,0.398
"8905",0.16,0.88,0.407
"8906",0.17,0.88,0.408
"8907",0.18,0.88,0.435
"8908",0.19,0.88,0.433
"8909",0.2,0.88,0.462
"8910",0.21,0.88,0.464
"8911",0.22,0.88,0.443
"8912",0.23,0.88,0.452
"8913",0.24,0.88,0.496
"8914",0.25,0.88,0.486
"8915",0.26,0.88,0.474
"8916",0.27,0.88,0.503
"8917",0.28,0.88,0.475
"8918",0.29,0.88,0.538
"8919",0.3,0.88,0.518
"8920",0.31,0.88,0.504
"8921",0.32,0.88,0.541
"8922",0.33,0.88,0.518
"8923",0.34,0.88,0.527
"8924",0.35,0.88,0.535
"8925",0.36,0.88,0.56
"8926",0.37,0.88,0.578
"8927",0.38,0.88,0.531
"8928",0.39,0.88,0.585
"8929",0.4,0.88,0.598
"8930",0.41,0.88,0.59
"8931",0.42,0.88,0.613
"8932",0.43,0.88,0.591
"8933",0.44,0.88,0.625
"8934",0.45,0.88,0.602
"8935",0.46,0.88,0.616
"8936",0.47,0.88,0.633
"8937",0.48,0.88,0.645
"8938",0.49,0.88,0.651
"8939",0.5,0.88,0.632
"8940",0.51,0.88,0.651
"8941",0.52,0.88,0.679
"8942",0.53,0.88,0.675
"8943",0.54,0.88,0.664
"8944",0.55,0.88,0.701
"8945",0.56,0.88,0.671
"8946",0.57,0.88,0.712
"8947",0.58,0.88,0.713
"8948",0.59,0.88,0.748
"8949",0.6,0.88,0.718
"8950",0.61,0.88,0.746
"8951",0.62,0.88,0.741
"8952",0.63,0.88,0.738
"8953",0.64,0.88,0.76
"8954",0.65,0.88,0.763
"8955",0.66,0.88,0.757
"8956",0.67,0.88,0.777
"8957",0.68,0.88,0.791
"8958",0.69,0.88,0.795
"8959",0.7,0.88,0.789
